Beschreibung,Datum,File,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter,New_Date,Year,Month,Day
"Damit sich die Medienschaffenden ein Bild über den Einsatz und die aktuellen Herausforderungen bei der Arbeit der Schweizer Soldaten im Kosovo machen können, führt das Eidgenössische Departement für Verteidigung, Bevölkerungsschutz und Sport eine Medienreise durch.",Di 15.11.2016 08:00,6394.html,kommunikation@gs-vbs.admin.ch +41 (58) 464 50 58,Kosovo,"Attachments Einladung Medienreise (PDF, 33 kB) Programm (PDF, 34 kB)",Einladung Medienreise,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6394.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2016-11-15,2016,11,15
Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.,Do 20.10.2016 14:00,6395.html,,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern MZ",Links https://www.admin.ch/gov/de/start/dokumentation/medienkonferenzen/live.html,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6395.html,Der Bundesrat,2016-10-20,2016,10,20
"Medienorientierung mit Bundesrat Ueli Maurer, Vorsteher des Eidgenössischen Finanzdepartementes (EFD), Charles Juillard, Finanzminister des Kantons Jura und Präsident der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK), sowie Eva Herzog, Vorsteherin des Finanzdepartements des Kantons Basel-Stadt und Vizepräsidentin der FDK, im Hinblick auf den Urnengang vom 12. Februar 2017",Do 20.10.2016 13:30,6396.html,Daniel Saameli Mediensprecher EFD Tel. 058 464 14 07,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 27 kB)",Medienkonferenz zum Unternehmenssteuerreformgesetz III,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6396.html,Eidgenössisches Finanzdepartement,2016-10-20,2016,10,20
"Wichtiger Hinweis zum Bustransport: Wir bitten alle visuellen Medienschaffenden, welche bei der Ankunft/Militärischen Ehren des Präsidenten der Slowakischen Republik dabei sein möchten, ebenfalls den Bustransport um 10.15 Uhr vom Bundeshaus West zu nehmen. Der angekündigte Transport um 11.00 Uhr fällt aus. Der Bus für alle weiteren interessierten Medienschaffenden für den Point de presse fährt wie angekündigt um 13.00 Uhr vom Bundeshaus West.",Fr 21.10.2016 11:00,6397.html,Tel: +41 (0)58 462 31 53 info@eda.admin.ch,Landgut Lohn Kehrsatz 3122 Bern,"Attachments Einladung an die Medien (PDF, 146 kB)","Offizieller Arbeitsbesuch von Herrn Miroslav Lajčák, Vizepremier- und Aussenminister der Slowakischen Republik",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6397.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-10-21,2016,10,21
"Wichtiger Hinweis zum Bustransport: Wir bitten alle visuellen Medienschaffenden, welche bei der Ankunft/Militärischen Ehren des Präsidenten der Slowakischen Republik dabei sein möchten, ebenfalls den Bustransport um 10.15 Uhr vom Bundeshaus West zu nehmen. Der angekündigte Transport um 11.00 Uhr fällt aus. Der Bus für alle weiteren interessierten Medienschaffenden für den Point de presse fährt wie angekündigt um 13.00 Uhr vom Bundeshaus West.",Mo 17.10.2016 11:00,6398.html,Tel: +41 (0)58 462 31 53 info@eda.admin.ch,Landgut Lohn 3122 Bern,"Attachments Einladung an die Medien (PDF, 146 kB)","Offizieller Arbeitsbesuch von Herrn Miroslav Lajčák, Vizepremier- und Aussenminister der Slowakischen Republik",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6398.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-10-17,2016,10,17
"​Nach 2006 treffen sich die Präsidentinnen und Präsidenten der europäischen Senate für ihre jährliche Versammlung zum zweiten Mal im Parlamentsgebäude in Bern. Die jüngst in Europa verübten Attentate sind eines der Themen, die Ständeratspräsident Raphaël Comte als Gastgeber ins Konferenz-Programm aufgenommen hat.",Do 20.10.2016 14:00,6399.html,Karin Burkhalter Stv. Leiterin Ressort Information 058 322 92 57 information@parl.admin.ch,Parlamentsgebäude 3000 Bern,"Attachments Programme (PDF, 269 kB) Links Medienmitteilung",17. Konferenz der Vereinigung der europäischen Senate,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6399.html,Vereinigung der europäischen Senate,2016-10-20,2016,10,20
-,Mo 24.10.2016 08:00,6400.html,"Eidg. Departement für Wirtschaft, Bildung und Forschung (WBF) Erik Reumann Pressesprecher Tel.: +41 (0)58 462 29 87 Eidg. Departement für Umwelt, Verkehr, Energie und Kommunikation (UVEK) Dominique Bugnon Leiterin Presse- und Informationsdienst Tel.: +41 (0)58 462 50 02","Bundeshaus West, Salon du président Bundeshaus West, Bernerhof 3003 Bern","Attachments Einladung an die Medien (PDF, 27 kB)","Arbeitstreffen und Höflichkeitsbesuch von Herrn Børge Brende, Aussenminister von Norwegen",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6400.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-10-24,2016,10,24
-,Mo 24.10.2016 11:30,6401.html,Information EDA Tel: +41 (0)58 462 31 53 info@eda.admin.ch,Hôtel DuPeyrou 2000 Neuenburg,"Attachments Einladung an die Medien (PDF, 27 kB)","Arbeitsbesuch von Herrn Børge Brende, Aussenminister von Norwegen",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6401.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-10-24,2016,10,24
-,Di 25.10.2016 12:15,6402.html,Information EDA +41 58 462 31 53 info@eda.admin.ch,Von Wattenwyl-Haus 3011 Bern,"Attachments Einladung an die Medien (PDF, 91 kB)","Arbeitsbesuch S.E. Herr Abdoulaye Diop, Minister für auswärtige Angelegenheiten, internationale Zusammenarbeit und afrikanische Integration von Mali",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6402.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-10-25,2016,10,25
-,Sa 29.10.2016 10:30 - 14:15,6403.html,Generalsekretariat SVP Telefon: 031 300 58 58,fitneXX Tennishalle Brunnersmoosstrasse 10 4710 Balsthal,"Attachments Einladung an die Medien (PDF, 309 kB) Situationsplan (PDF, 409 kB)",Einladung Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6403.html,SVP Schweiz,2016-10-29,2016,10,29
-,Mo 31.10.2016 14:30 - 17:00,6404.html,Tel. 044 739 23 89 reinhard.laessig@wsl.ch,"Wald bei der WSL, Birmensdorf Treffpunkt: Zürcherstrasse 111 Haupteingang der WSL 8903 Birmensdorf ZH","Attachments Einladung an die Medien (PDF, 85 kB)",Ergebnisse des «Forschungsprogramm Wald & Klimawandel»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6404.html,"Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft",2016-10-31,2016,10,31
"Medienorientierung mit Bundesrat Ueli Maurer, Vorsteher des Eidgenössischen Finanzdepartementes (EFD), Charles Juillard, Finanzminister des Kantons Jura und Präsident der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK), sowie Eva Herzog, Vorsteherin des Finanzdepartements des Kantons Basel-Stadt und Vizepräsidentin der FDK, im Hinblick auf den Urnengang vom 12. Februar 2017",Do 27.10.2016 13:30,6405.html,Daniel Saameli Mediensprecher EFD Tel. 058 464 14 07,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 27 kB)",Medienkonferenz zum Unternehmenssteuerreformgesetz III,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6405.html,Eidgenössisches Finanzdepartement,2016-10-27,2016,10,27
"Medienorientierung mit Bundesrat Ueli Maurer, Vorsteher des Eidgenössischen Finanzdepartementes (EFD), Charles Juillard, Finanzminister des Kantons Jura und Präsident der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK), sowie Eva Herzog, Vorsteherin des Finanzdepartements des Kantons Basel-Stadt und Vizepräsidentin der FDK, im Hinblick auf den Urnengang vom 12. Februar 2017",Sa 22.10.2016 13:30,6406.html,Daniel Saameli Mediensprecher EFD Tel. 058 464 14 07,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 27 kB)",Medienkonferenz zum Unternehmenssteuerreformgesetz III,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6406.html,Eidgenössisches Finanzdepartement,2016-10-22,2016,10,22
"Medienorientierung mit Bundesrat Ueli Maurer, Vorsteher des Eidgenössischen Finanzdepartementes (EFD), Charles Juillard, Finanzminister des Kantons Jura und Präsident der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK), sowie Eva Herzog, Vorsteherin des Finanzdepartements des Kantons Basel-Stadt und Vizepräsidentin der FDK, im Hinblick auf den Urnengang vom 12. Februar 2017",Fr 21.10.2016 13:30,6407.html,Daniel Saameli Mediensprecher EFD Tel. 058 464 14 07,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 27 kB)",Medienkonferenz zum Unternehmenssteuerreformgesetz III,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6407.html,Eidgenössisches Finanzdepartement,2016-10-21,2016,10,21
-,Di 01.11.2016 10:00,6408.html,Tel. +41 58 469 79 47 beat.werder@sif.admin.ch,Bernerhof Bundesgasse 3 3003 Bern,"Attachments Einladung an die Medien (PDF, 13 kB)",Medienseminar zum Thema Fintech,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6408.html,Staatssekretariat für internationale Finanzfragen,2016-11-01,2016,11,1
-,Do 27.10.2016 10:30,6409.html,Gabriel Lüchinger Generalsekretär SVP Schweiz 079 108 89 55,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 139 kB)",«Umsetzung Verfassungsauftrag im Ständerat: Zuwanderung begrenzen»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6409.html,SVP Schweiz,2016-10-27,2016,10,27
-,Fr 04.11.2016 10:00 - 11:30,6410.html,"zu den Eidg. Jugendbefragungen ch-x: Dr. Luca Bertossa Wissenschaftlicher Leiter II der ch-x, Eidg. Jugendbefragungen 079 280 26 02 Luca.Bertossa@chx.ch zum Projekt YASS auf Deutsch: Prof. Dr. Stephan Huber, Tel. 0041-78-639-3325, Stephan.Huber@phzg.ch concernant YASS en français et italiano: Prof. Dr. Sandro Cattacin, Tel. 0041 79 4367526, sandro.cattacin@unige.ch","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 31 kB)","Eidgenössische Jugendbefragungen ch-x, eine Einrichtung des VBS: Langzeiterhebungen zur Lage der Schweizer Jungbürgerinnen und Jungbürger – ein neues Projekt",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6410.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2016-11-04,2016,11,4
Medienkonferenz mit Bundesrätin Simonetta Sommaruga Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.,Mi 26.10.2016 15:00,6411.html,,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern MZ",Links https://www.admin.ch/gov/de/start/dokumentation/medienkonferenzen/live.html,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6411.html,Der Bundesrat,2016-10-26,2016,10,26
-,Sa 29.10.2016 10:15 - 13:15,6412.html,Thomas Jauch Kommunikationschef +41 79 260 15 63 jauch@cvp.ch,Swiss Holiday Park Dorfstrasse 10 6443 Morschach,"Attachments Einladung an die Medien (PDF, 2 MB)",Delegiertenversammlung der CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6412.html,CVP Schweiz,2016-10-29,2016,10,29
-,Do 03.11.2016 09:00,6413.html,Bernhard Salzmann Leiter Kommunikation Schweizerischer Gewerbeverband sgv Tel. 031 380 14 14,Schmiedstube Saal Amboss Schmiedenplatz 5 3011 Bern,"Attachments Einladung an die Medien (PDF, 106 kB)",Medienkonferenz «Atomausstiegsinitiative: Das droht der Wirtschaft»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6413.html,Schweizerischer Gewerbeverband sgv,2016-11-03,2016,11,3
-,Sa 29.10.2016 10:45 - 15:30,6414.html,Regula Tschanz Generalsekretärin 079 379 16 53 regula.tschanz@gruene.ch,Stadttheater Olten Frohburgstrasse 1 4601 Olten,"Attachments Einladung an die Medien (PDF, 173 kB)",Delegiertenversammlung Grüne Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6414.html,Grüne Partei der Schweiz,2016-10-29,2016,10,29
-,Fr 04.11.2016 09:30 - 13:00,6415.html,Ewald Ackermann 079 660 36 14,Hotel Ador Laupenstrasse 15 3008 Bern,"Attachments Einladung an die Medien (PDF, 237 kB)",SGB-Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6415.html,Schweizerischer Gewerkschaftsbund SGB,2016-11-04,2016,11,4
-,Do 20.10.2016 12:00,6416.html,Nicole Gysin Konferenz der Kantonsregierungen n.gysin@kdk.ch 031 320 30 00,Haus der Kantone Speichergasse 6 3007 Bern,"Attachments Einladung an die Medien (PDF, 83 kB)",Bilanz TAK-Integrationsdialog « Arbeiten »,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6416.html,Tripartite Agglomerationskonferenz,2016-10-20,2016,10,20
-,Di 01.11.2016 09:15,6417.html,Gabriel Lüchinger Generalsekretär SVP Schweiz 079 108 89 55,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 30 kB)",«Stopp dem übermässigen Staatsausgabenwachs-tum – Stopp der Bürokratie- und Regulierungsflut»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6417.html,SVP Schweiz,2016-11-01,2016,11,1
Exklusive Führung für Medienschaffende durch die Ausstellung mit anschliessenden Interviewmöglichkeiten,Di 08.11.2016 10:30 - 12:00,6418.html,"Anmeldung: Bitte bis Freitag, 4. November 2016 per E-Mail an agraber@pprmediarelations.ch oder per Telefon unter 044 200 14 19. Die Teilnehmerzahl ist limitiert.",Käfigturm | Polit-Forum des Bundes Marktgasse 67 3003 Bern,"Attachments Einladung an die Medien (PDF, 73 kB)","«Verdingkinder, Portraits von Peter Klaunzer»",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6418.html,Polit-Forum im Käfigturm in Bern,2016-11-08,2016,11,8
-,Di 01.11.2016 13:30,6419.html,Michael Sorg Mediensprecher SP Schweiz 079 785 86 08,Bundeshaus 3003 Bern,"Attachments Einladung an die Medien (PDF, 386 kB)",Öffentliche Anhörung zum Stabilisierungsprogramm 2017-2019,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6419.html,SP Schweiz,2016-11-01,2016,11,1
-,Do 03.11.2016 09:30 - 13:30,6420.html,info@eda.admin.ch,- 3003 Bern,,"Offizieller Arbeitsbesuch S.E. Mevlüt Çavuşoğlu, Aussenminister der Republik Türkei",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6420.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-11-03,2016,11,3
-,Do 13.10.2016 09:30,6421.html,Linda Rosenkranz Leiterin Kommunikation Travail.Suisse Postfach 5775 3001 Bern T: 031 370 21 11,Käfigturm Marktgasse 67 3003 Bern,,Barometer Gute Arbeit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6421.html,Travail.Suisse,2016-10-13,2016,10,13
-,Mo 21.11.2016 09:30,6422.html,Linda Rosenkranz Leiterin Kommunikation Travail.Suisse Postfach 5775 3001 Bern T: 031 370 21 11,Käfigturm Marktgasse 67 3003 Bern,,Barometer Gute Arbeit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6422.html,Travail.Suisse,2016-11-21,2016,11,21
-,Di 08.11.2016 10:00 - 12:00,6423.html,Kommunikation EFV Philipp Rohr: +41 58 465 16 06 Sarah Pfäffli: +41 58 469 18 34 kommunikation@efv.admin.ch,"Medienzentrum Bundeshaus, kleiner Konferenzsaal Centre de presse du Palais fédéral, petite salle de conférences Centro media di Palazzo federale, piccola sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 28 kB)",Medienseminar im Hinblick auf die Budgetdebatte im Parlament,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6423.html,Eidg. Finanzverwaltung,2016-11-08,2016,11,8
"Referenten: Serge Gaillard, Direktor Finanzverwaltung; Karl Schwaar, Stv. Direktor, Ausgabenpolitik; Peter Schwendener, Vizedirektor, Finanzpolitik, Finanzausgleich, Finanzstatistik",Mi 12.10.2016 10:00 - 12:00,6424.html,"Kontakt Kommunikation EFV / Communication AFF, Tel. +41 58 465 16 06","Bernerhof, Bundesgasse 3 3003 Bern",,Medienseminar im Hinblick auf die Budgetdebatte im Parlament,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6424.html,Eidg. Finanzverwaltung,2016-10-12,2016,10,12
-,Fr 11.11.2016 10:00 - 11:00,6426.html,Bundesamt für Gesundheit Kommunikation 058 462 95 05 media@bag.admin.ch,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 27 kB)",Ausbreitung sexuell übertragbarer Infektionen: das BAG lanciert eine neue Kampagne,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6426.html,Bundesamt für Gesundheit,2016-11-11,2016,11,11
-,Do 03.11.2016 12:00,6427.html,Nicole Gysin Konferenz der Kantonsregierungen n.gysin@kdk.ch 031 320 30 00 Michèle Laubscher Staatssekretariat für Migration michele.laubscher@sem.admin.ch 058 465 95 24,Haus der Kantone Speichergasse 6 3007 Bern,"Attachments Medienmitteilung (PDF, 109 kB) Referate (PDF, 2 MB) Bericht Gesamtbilanz (PDF, 509 kB) Dialog (PDF, 2 MB)",Bilanz TAK-Integrationsdialog « Arbeiten »,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6427.html,Tripartite Agglomerationskonferenz,2016-11-03,2016,11,3
-,Mo 07.11.2016 09:15,6428.html,Stefan Gribi Leiter Abteilung Kommunikation Telefon: +41 41 419 22 37,Hotel Bern Zeughausgasse 9 3011 Bern,"Attachments Einladung an die Medien (PDF, 152 kB)",Hilfswerke und öffentliche Sozialhilfe – ihr Verhältnis in Zeiten der Sparpolitik und wachsender Herausforderungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6428.html,Caritas Schweiz,2016-11-07,2016,11,7
-,Do 20.10.2016 12:00,6429.html,Nicole Gysin Konferenz der Kantonsregierungen n.gysin@kdk.ch 031 320 30 00,Haus der Kantone Speichergasse 6 3007 Bern,"Attachments Einladung an die Medien (PDF, 83 kB)",Bilanz TAK-Integrationsdialog « Arbeiten »,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6429.html,Tripartite Agglomerationskonferenz,2016-10-20,2016,10,20
-,Mi 26.10.2016 09:15 - 16:40,6432.html,Luzia Siegrist luzia.siegrist@ebg.admin.ch 058 465 37 68,Kursaal Bern 3000 Bern,"Attachments Nationale Konferenz häusliche Gewalt (PDF, 516 kB) Einladung an die Medien (PDF, 84 kB) Links Website",Nationale Konferenz – Täter und Täterinnen Häuslicher Gewalt – Interventionsmöglichkeiten und Praxismodelle,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6432.html,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG,2016-10-26,2016,10,26
-,Di 22.11.2016 09:15 - 16:40,6433.html,Eidgenössisches Büro für die Gleichstellung von Frau und Mann EBG Eduard Jaun Tel. 058 465 84 70 eduard.jaun@ebg.admin.ch,Kursaal Bern Kornhausstrasse 3 3013 Bern,"Attachments Einladung an die Medien (PDF, 84 kB) Nationale Konferenz häusliche Gewalt (PDF, 516 kB) Links http://www.ebg.admin.ch/aktuell/00004/index.html?lang=de",Nationale Konferenz «Täter und Täterinnen häuslicher Gewalt» - Interventionsmöglichkeiten und Praxismodelle,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6433.html,Eidg. Büro für die Gleichstellung von Frau und Mann,2016-11-22,2016,11,22
-,Mo 14.11.2016 10:30,6434.html,"Für inhaltliche Auskünfte: Eidgenössisches Departement für Wirtschaft, Bildung und Forschung (WBF) Erik Reumann Pressesprecher +41 (0)79 303 81 53 Für weitere Auskünfte betreffend Logistik und Organisation: Linda Shepard Information EDA Tel. +41 (0)79 544 48 16",Landgut Lohn 3122 Kehrsatz,"Attachments Einladung an die Medien (PDF, 90 kB)","Offizieller Besuch S.E. Herrn Andrzej Duda, Präsident der Republik Polen",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6434.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-11-14,2016,11,14
-,Mi 09.11.2016 10:00,6435.html,Information EDA Telefon +41 58 462 31 53 info@eda.admin.ch,DEZA Freiburgstrasse 130 3003 Bern,"Attachments Einladung an die Medien (PDF, 24 kB)",Agenda 2030: Forschung und Innovation als Treiber der nachhaltigen Entwicklung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6435.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-11-09,2016,11,9
-,Mi 09.11.2016 14:30,6436.html,Information EDA Tel: +41 (0)58 462 31 53 info@eda.admin.ch,Bundeshaus West Bundesgasse 1 3003 Bern,"Attachments Einladung an die Medien (PDF, 91 kB)","Besuch S.E. Herr Enver Hoxhaj, Aussenminister der Republik Kosovo",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6436.html,Eidgenössisches Departement für auswärtige Angelegenheiten,2016-11-09,2016,11,9
"Die vier Bundesämter für Gesundheit (BAG), für Lebensmittelsicherheit und Veterinärwesen (BLV), für Landwirtschaft (BLW) und für Umwelt (BAFU) präsentieren konkrete Umsetzungsbeispiele.",Fr 01.01.2016 10:00 - 11:00,6437.html,"Bundesamt für Gesundheit, Kommunikation, Tel. 058 462 95 05, media@bag.admin.ch","Business-Center Vatter, Bärenplatz 2, 3011 Bern Bern","Attachments Einladung an die Medien (PDF, 79 kB)",Nationale Strategie Antibiotikaresistenzen StAR – Stand der Umsetzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6437.html,Bundesamt für Lebensmittelsicherheit und Veterinärwesen,2016-01-01,2016,1,1
"Die vier Bundesämter für Gesundheit (BAG), für Lebensmittelsicherheit und Veterinärwesen (BLV), für Landwirtschaft (BLW) und für Umwelt (BAFU) präsentieren konkrete Umsetzungsbeispiele.",Fr 18.11.2016 10:00 - 11:00,6439.html,"Bundesamt für Gesundheit, Kommunikation, Tel. 058 462 95 05, media@bag.admin.ch","Business-Center Vatter, Bärenplatz 2, 3011 Bern Bern","Attachments Einladung an die Medien (PDF, 79 kB)",Nationale Strategie Antibiotikaresistenzen StAR – Stand der Umsetzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6439.html,Bundesamt für Lebensmittelsicherheit und Veterinärwesen,2016-11-18,2016,11,18
-,Fr 11.11.2016 14:30,6440.html,"Für inhaltliche Auskünfte: Eidgenössisches Departement für Wirtschaft, Bildung und Forschung (WBF) Noé Blancpain, Informationschef WBF, +41 (0)58 462 20 07 Für weitere Auskünfte betreffend Logistik und Organisation: Isabelle Wüthrich, Information EDA, +41 (0)79 788 09 61",Bernerhof 3003 Bern,"Attachments Einladung an die Medien (PDF, 93 kB)",Offizielles Treffen mit Seiner Durchlaucht (S.D.) Erbprinz Alois von und zu Liechtenstein,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6440.html,Eidgenössisches Departement des Innern (EDI),2016-11-11,2016,11,11
-,Fr 11.11.2016 14:00,6441.html,Tel 058 322 99 10,Parlamentsgebäude 3003 Bern,"Attachments Einladung an die Medien (PDF, 13 kB)",Voranschlag 2017 mit integriertem Aufgaben- und Finanzplan 2018-2020 / Voranschlag 2016. Nachtrag II,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6441.html,FK-N,2016-11-11,2016,11,11
-,Fr 18.11.2016 15:30 - 16:00,6442.html,Valérie Clerc Geschäftsführerin der Schweizerischen Hochschulkonferenz Tel: 058 462 88 11 valerie.clerc@sbfi.admin.ch,Bernerhof Bundesgasse 3003 Bern,"Attachments Einladung an die Medien (PDF, 180 kB)",Sonderprogramm 2017-2020 «Erhöhung der Abschlüsse in Humanmedizin»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6442.html,Schweizerische Hochschulkonferenz,2016-11-18,2016,11,18
-,Di 15.11.2016 09:00,6443.html,Laura Curau Kampagnenleiterin CVP Schweiz Mobile: 079 107 39 48,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ","Attachments Einladung an die Medien (PDF, 555 kB)","« Ja zur Energiewende, aber so nicht! »",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6443.html,CVP Schweiz,2016-11-15,2016,11,15
