 0,Title,Address,Date,Description,Contact,Organisator,URL,New_Date,Year,Month,Day
5415,Sondersession des Nationalrats,Parlamentsgebäude; Palais du Parlement; Palazzo del Parlamento Bern,Mo 04.05.2015,Sondersession vom 4. bis 7. Mai 2015,Kein Kontakt,Bundesversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5415.html,2015-05-04,2015,5,4
5416,Jahresmedienkonferenz,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 12.05.2015 10:00 - 11:00,Themen der Medienkonferenz: - Tätigkeitsbericht 2014; - Bericht finanzielle Lage der Vorsorgeeinrichtungen 2014,Oberaufsichtskommission Berufliche Vorsorge OAK BV; 058 464 24 01,Oberaufsichtskommission Berufliche Vorsorge,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5416.html,2015-05-12,2015,5,12
5417,"Zugang zu Land, Menschenrechte und Entwicklung",Politforum Käfigturm; Forum politique Käfigturm; Marktgasse 67 3011 Bern,Di 09.12.2014 17:00 - 19:00,"Öffentlicher Anlass zum Internationalen Tag der Menschenrechte am 10. Dezember 2014; Eröffnung durch DEZA-Direktor Botschafter Manuel Sager, anschliessend Podiumsgespräch",Information EDA / DFAE; +41 58 462 31 53,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5417.html,2014-12-09,2014,12,9
5418,Menschenrechte im Kontext friedlicher Proteste,Kino im Kunstmuseum; Cinéma du Musée d’art de Berne 3011 Bern,Mi 10.12.2014 17:00 - 20:00,"Öffentlicher Anlass zum Internationalen Tag der Menschenrechte am 10. Dezember 2014; Eröffnung durch AMS-Chef Botschafter Claude Wild, anschliessend Präsentation des Films „Everyday Rebellion“ und Podiumsgespräch",Information EDA / DFAE; +41 58 462 31 53,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5418.html,2014-12-10,2014,12,10
5419,Nationalratspräsident Stéphane Rossini und alt Nationalratspräsident Ruedi Lustenberger empfangen eine Delegation der Schweizer Berufsmeisterschaften „SwissSkills 2014“,"Parlamentsgebäude, vor den drei Eidgenossen Bern",Do 04.12.2014 10:15,Fototermin,Kein Kontakt,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5419.html,2014-12-04,2014,12,4
5420,«Lücken und Tücken der Lebensmitteldeklaration. Wie tauglich sind unsere Verpackungsinformationen für den bewussten Kaufentscheid?»,Käfigturm; Marktgasse 67 3011 Bern,Mo 08.12.2014 19:00,Diskussionsrunde,"Michael Fritsche, Leitung Polit-Forum, Tel: 058 462 70 07, michael.fritsche@bk.admin.ch",Käfigturm - Polit-Forum des Bundes und Stiftung für Konsumentenschutz (SKS),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5420.html,2014-12-08,2014,12,8
5421,Der Schweizer Pavillon an der Expo Milano 2015,Residenza dell'Ambasciatore d'Italia; Elfenstrasse 10 Bern,Di 09.12.2014 11:00,Medienkonferenz,"Andrea Arcidiacono; Programmverantwortlicher Italien/Expo 2015, Präsenz Schweiz; Responsable du programme Italie/Expo 2015, Présence Suisse; responsabile programma Italia/Expo 2015, Presenza Svizzera; andrea.arcidiacono@eda.admin.ch, Tel. +41 58 462 32 97, Mob. +41 79 291 13 47",Präsenz Schweiz EDA,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5421.html,2014-12-09,2014,12,9
5422,Schweizer Erweiterungsbeitrag an Bulgarien und Rumänien: Zwischenbilanz nach Ablauf der Verpflichtungsperiode,"Medienzentrum Bundeshaus, Kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences; Centro media di Palazzo federale, piccola sala delle conferenze 3003 Bern",Mo 08.12.2014 11:00 - 12:00,"Mediengespräch mit:; - Adrian Maître, stv. Leiter des Direktionsbereichs Ostzusammenarbeit bei der DEZA; - Hugo Bruggmann, Ressortleiter Erweiterungsbeitrag/Kohäsion beim SECO; - Ulrich Stürzinger, Leiter Abteilung Neue EU-Mitgliedstaaten bei der DEZA; Interessierte Medien melden ihre Teilnahme bitte bis Montag, 8. Dezember 2014, 9 Uhr, per Mail an info@eda.admin.ch.",Information EDA / Information DFAE / Informazione DFAE; +41 58 462 31 53; info@eda.admin.ch,Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5422.html,2014-12-08,2014,12,8
5423,Medienkonferenz der Nationalen Plattform Gesundheitsversorgung für Sans-Papiers,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Di 09.12.2014 13:30,Medienkonferenz,"Deutsch:; Schweizerisches Rotes Kreuz / Croix-Rouge suisse, Corinna Bisegger; +41 (0)31 960 76 47; corinna.bisegger@redcross.ch; Französisch:; Médecins du Monde Suisse, Janine Derron, janine.derron@medecinsdumonde.ch, 032 725 36 16 - 078 720 03 24; Italienisch: Antenna MayDay, Monica Marcionetti, may.day@sunrise.ch, 091 973 70 67",Nationale Plattform Gesundheitsversorgung für Sans-Papiers,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5423.html,2014-12-09,2014,12,9
5424,Nationale Strategie Antibiotikaresistenzen (STAR),Polit-Forum Käfigturm; Käfigturm - Forum politique de la Confédération; Marktgasse 67 3011 Bern,Mo 15.12.2014 14:00 - 15:00,Mediengespräch,Katrin Holenstein; Leiterin Sektion Kommunikation BAG; Responsable de la communication OFSP; Tel. +41 58 462 95 05; media@bag.admin.ch,"BAG, BLV, BLW und BAFU",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5424.html,2014-12-15,2014,12,15
5425,9. Datenschutztag „GesundheitsApps und Wearables im Trend – Eine Bedrohung für die Privatsphäre?“,Berner Generationenhaus; (Burgerspital am Bahnhofplatz 2) 3011 Bern,Mi 28.01.2015 10:00 - 11:30,Podiumsdiskussion,Kein Kontakt,Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5425.html,2015-01-28,2015,1,28
5426,Schlussbericht der Expertengruppe zur Weiterentwicklung der Finanzmarktstrategie,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 05.12.2014 14:00,Mediengespräch,Kommunikation EFD / Communication DFF; Tel. +41 58 462 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5426.html,2014-12-05,2014,12,5
5427,Jahresmedienkonferenz des Schweizerischen Gewerkschaftsbundes SGB,Hotel Bern; Zeughausgasse 9 3011 Bern,Mo 05.01.2015 10:15,Einladung folgt,"Thomas Zimmermann, Leiter Kommunikation; Schweizerischer Gewerkschaftsbund (SGB); T +41 (0)31 377 01 06 (direkt); T +41 (0)31 377 01 01 (Zentrale)",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5427.html,2015-01-05,2015,1,5
5428,Unternehmenssteuerreform III,"Haus der Kantone, Zimmer 082+083; Maison des cantons, salle 082+083; Speichergasse 6 3011 Bern",Fr 12.12.2014 15:00,Medienkonferenz,Sekretariat FDK / Secrétariat de la CDF; Tel. 031 320 16 30,Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5428.html,2014-12-12,2014,12,12
5429,Jahresmedienkonferenz des Preisüberwachers,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 26.02.2015 10:00,-,"Rudolf Lanz, Leiter Information und Medien; 031 322 21 05",Preisüberwachung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5429.html,2015-02-26,2015,2,26
5430,Sechster gemeinsamer Medikamenten-Auslandpreisvergleich von Krankenversicherern und Pharmaindustrie,Hotel Bellevue Palace; Salon Rouge; Kochergasse 3 - 5 3011 Bern,Di 17.02.2015 10:15,"Medienkonferenz; santésuisse und die Pharmaindustrie (vips und Interpharma) haben bereits zum sechsten Mal die schweizerischen Medikamentenpreise mit dem wirtschaftlich vergleichbaren Ausland (AT, DE, DK, FR, NL, UK) verglichen. In den Ergebnissen sind die Preissenkungsrunden der Jahre 2012, 2013 und 2014, in denen im Rahmen der dreijährlichen Überprüfung je ein Drittel der Medikamente der Spezialitätenliste (SL) überprüft wurde, berücksichtigt. Damit lässt sich nun erstmals aufzeigen, welche Auswirkungen die Überprüfung sämtlicher SL-Medikamente auf das Schweizer Preisniveau hat. Der Auslandpreisvergleich basiert auf einer von allen Partnern akzeptierten Erhebungsmethodik und ermöglicht somit eine Diskussion der relevanten Aspekte des Themas Medikamentenpreise auf einer gemeinsamen Grundlage. Dies auch vor dem Hintergrund der jüngsten Wechselkursturbulenzen. Die Ergebnisse des Preisvergleichs werden an einer gemeinsamen Medienkonferenz vorgestellt, die durch Interpharma im Namen aller Projektpartner organisiert wird.","Sara Käch; Leiterin Kommunikation / Responsable de la communication; Interpharma, Telefon: 061 264 34 14, E-Mail: sara.kaech@interpharma.ch","Interpharma, vips, santésuisse",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5430.html,2015-02-17,2015,2,17
5431,Wahlfeier zu Ehren der neuen Bundespräsidentin Simonetta Sommaruga,Bern und Köniz,Do 11.12.2014 12:30,"Medienschaffende melden sich bei der Staatskanzlei des Kantons Bern an: Frau Anne-Marie Hofer, 031 633 75 04, anne-marie.hofer@sta.be.ch; Eine Akkreditierung ist zwingend, es erfolgt eine Zugangskontrolle.","Philipp Schwander; Mediensprecher, Informationsdienst EJPD; Porte-parole, Service d’information DFJP; Portavoce, Servizio d’informazione DFGP; philipp.schwander@gs-ejpd.admin.ch; 058 462 18 18; 078 699 06 99",Kanton Bern und Gemeinde Köniz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5431.html,2014-12-11,2014,12,11
5432,"Familieninitiative „Steuerfreie Kinder- und Ausbildungszulagen""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 23.01.2015 14:00 - 15:00,Medienkonferenz; Einladung folgt,CVP Schweiz; Kommunikationschef Thomas jauch; jauch@cvp.ch / 079 260 15 63,CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5432.html,2015-01-23,2015,1,23
5433,Jahresmedienkonferenz Bundesrat Ueli Maurer,Adelboden (BE),Fr 19.12.2014 08:45 - 16:00,-,Peter Minder; Chef Kommunikation VBS / Chef Communication DDPS / Capo della Comunicazione DDPS; 058 464 50 82,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5433.html,2014-12-19,2014,12,19
5434,Rückblick und Ausblick Asylbereich,Bundesamt für Migration; Office fédéral des migrations; Ufficio federale della migrazione; Quellenweg 6 3084 Wabern (BE),Do 18.12.2014 09:30,Point de presse,"Brigit Zuber, BFM, brigit-martina.zuber@bfm.admin.ch, Tel. +41 58 465 93 86",Staatssekretariat für Migration,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5434.html,2014-12-18,2014,12,18
5435,Medienkonferenz,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 15.12.2014 09:00,Einladung folgt,"Patrik Ducrey, WEKO/COMCO; 079 345 01 44",Wettbewerbskommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5435.html,2014-12-15,2014,12,15
5436,Raum mit städtischem Charakter 2012,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 18.12.2014 10:00 - 11:00,Medienkonferenz,Marius Widmer; Sektionschef Kommunikation a.i. BFS / Chef de section Communication a.i. à l’OFS; Tel. 058 467 23 38,Bundesamt für Statistik BFS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5436.html,2014-12-18,2014,12,18
5437,"Medienseminar ""Reform der Verrechnungssteuer""",Leuchtersaal des Bernerhofs; Salle des lustres du Bernerhof; Bundesgasse 3 Bern,Mi 17.12.2014 11:00,-,Kommunikation EFD / Communication DFF; Tel. +41 58 462 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5437.html,2014-12-17,2014,12,17
5438,Drei-Königs-Medienapéro der SP Schweiz,Adriano’s Bar & Café; 3. Stock / 3e étage; Theaterplatz 2 3011 Bern,Di 06.01.2015 11:00,-,Michael Sorg; Mediensprecher SP Schweiz / Porte-parole du PS Suisse; 079 785 86 08; michael.sorg@spschweiz.ch,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5438.html,2015-01-06,2015,1,6
5439,Bericht «Perspektiven 2030»,"Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences; Centro media di Palazzo federale, piccola sala delle conferenze Bern",Mo 22.12.2014 10:30 - 12:00,Hintergrundgespräch,"Ursula Eggenberger; Bundeskanzlei, Kommunikation; Chancellerie fédérale, section communication; Cancelleria federale, Sezione Comunicazione; 058 462 37 63, email: Ursula.Eggenberger@bk.admin.ch",Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5439.html,2014-12-22,2014,12,22
5440,Meinungsumfrage bei 17-jährigen Jugendlichen,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mo 22.06.2015 11:00 - 12:00,Medienkonferenz; Vorstellung der Resultate einer nationalen Meinungsumfrage bei 17-jährigen Jugendlichen,"Marion Nolde und Claudia Profos; Sekretariat der EKKJ / Secrétariat de la CFEJ / Segreteria della CFIG; +41 58 462 92 26, ekkj-cfej@bsv.admin.ch",Eidgenössische Kommission für Kinder- und Jugendfragen (EKKJ),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5440.html,2015-06-22,2015,6,22
5441,Beginn der Session,Parlamentsgebäude; Palais du Parlement; Palazzo del Parlamento Bern,Mo 01.06.2015 14:30,Sommersession der Eidgenössischen Räte (bis 19. Juni 2015),Kein Kontakt,Bundesversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5441.html,2015-06-01,2015,6,1
5445,Revision der SKOS-Richtlinien,"Haus der Kantone, Raum 074 (Parterre); Maison des cantons, salle 074 (rez-de-chaussée); Speichergasse 6 3007 Bern",Fr 30.01.2015 14:00 - 15:00,Medienkonferenz,Michael Fritschi; Leiter Fachbereich Kommunikation / Responsable secteur communication; 031 326 19 13; Michael.Fritschi@skos.ch,Schweizerische Konferenz für Sozialhilfe (SKOS),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5445.html,2015-01-30,2015,1,30
5446,Jahres-Medienkonferenz des Grenzwachtkorps und zivilen Zolls,1257 Grenzübergang Bardonnex (GE),Do 05.02.2015 10:00,Jahres-Medienkonferenz,Walter Pavel; Leiter Kommunikation/Medien EZV / Chef Communication/médias AFD / capo del servizio Comunicazione/Media dell’AFD; 058 462 65 13; walter.pavel@ezv.admin.ch,Eidgenössische Zollverwaltung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5446.html,2015-02-05,2015,2,5
5447,Aufnahme von syrischen Flüchtlingen in die Schweiz - Petition,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze 3003 Bern",Di 06.01.2015 10:30,"Medienkonferenz; - NR Balthasar Glättli, Grüne; - Ruedi Tobler, Präsident Schweizerischer Friedensrat; - Amanda Ioset, Politische Sekretärin Solidarité sans Frontières",Ruedi Tobler; Präsident Schweizerischer Friedensrat; 071 888 08 55/ 079 319 52 69,NR Balthasar Glättli (Grüne Partei der Schweiz),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5447.html,2015-01-06,2015,1,6
5448,Wo steht die Schweiz am Vorabend des Wahljahres?,Restaurant ENTRECÔTE FÉDÉRALE; Bärenplatz 31 3011 Bern,Di 30.12.2014 10:30,"Pressegespräch; Mit anschliessendem kleinen Apero. Es orientieren Sie: - Nationalrat Toni Brunner (SG), Parteipräsident der SVP Schweiz; - Nationalrat Albert Rösti (BE), Wahlkampfleiter Deutschschweiz; - Nationalrat Hansjörg Knecht (AG), Unternehmer",Silvia Bär; stv. Generalsekretärin SVP Schweiz; 079 216 48 31; baer@svp.ch,SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5448.html,2014-12-30,2014,12,30
5449,DV / Wahlkampfauftakt,Casinotheater; Stadthausstrasse 119 8400 Winterthur,Sa 17.01.2015 10:00,Delegiertenversammlung,Nina Zosso; Generalsekretärin BDP Schweiz / Secrétaire générale PBD Suisse; 079 218 86 28,Bürgerlich-Demokratische Partei (BDP) Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5449.html,2015-01-17,2015,1,17
5450,Volksabstimmung vom 8. März 2015: Volksinitiative «Energie- statt Mehrwertsteuer»,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mi 07.01.2015 09:30,"Medienkonferenz mit Bundesrätin Eveline Widmer-Schlumpf, Vorsteherin des Eidgenössischen Finanzdepartements, und Serge Gaillard, Direktor der Eidgenössischen Finanzverwaltung",Kommunikation EFD; Communication DFF; Comunicazione DFF; +41 (0)58 462 60 33,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5450.html,2015-01-07,2015,1,7
5451,Volksabstimmung vom 8. März 2015: Volksinitiative «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Do 15.01.2015 14:00,"Medienkonferenz mit Bundesrätin Eveline Widmer-Schlumpf und Regierungsrat Peter Hegglin (ZG), Präsident der Konferenz der kantonalen Finanzdirektorinnen und Finanzdirektoren (FDK)",Kommunikation EFD; Communication DFF; Comunicazione DFF; +41 (0)58 462 60 33,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5451.html,2015-01-15,2015,1,15
5452,EDA-Reisehinweise zu Gast an der Ferienmesse Bern,"BERNEXPO-Gelände, Guisanplatz, Halle 3.0, Stand Nr. 3.0.203; Site de BERNEXPO, Guisanplatz, Salle 3.0, stand n° 3.0.203 Bern",Do 15.01.2015,15. – 18. Januar 2015,Kontaktaufnahme für interessierte Medien via info@eda.admin.ch bzw. Tel. +41 58 462 31 53; Contact pour les médias intéressés: info@eda.admin.ch ou tél. +41 58 462 31 53,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5452.html,2015-01-15,2015,1,15
5453,Jahresrapport der Logistikbasis der Armee,Velodrome Grenchen; Vélodrome de Granges Grenchen (SO),Sa 10.01.2015 10:00 - 15:00,"Referenten:; Bundesrat Ueli Maurer, Chef VBS; Korpskommandant André Blattmann, Chef der Armee; Prof. Dr. Kurt Wüthrich, Nobelpreisträger; Divisionär Daniel Baumgartner, Chef der Logistikbasis",Gabriela Zimmer; Chefin Kommunikation LBA / Cheffe Communication BLA / Capo Comunicazione BLEs; 058 464 22 82 oder/ou/oppure 079 456 47 73,Logistikbasis der Armee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5453.html,2015-01-10,2015,1,10
5454,«Lohngleichheitsklagen – ein mühseliger Weg mit vielen Hürden»,Hotel Bern; Zeughausgasse 9 3011 Bern,Do 29.01.2015 10:00,Medienkonferenz,Katja Signer Hofer; Mediensprecherin / Mitarbeiterin Kommunikation & Kampagnen; 031 350 22 34; 078 885 33 39; katja.signer@unia.ch,Gewerkschaft Unia,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5454.html,2015-01-29,2015,1,29
5455,Wahlkampfauftakt der Grünen Partei Schweiz,Hotel Engel; Kasernenstrasse 10 4410 Liestal (BL),Sa 17.01.2015 10:00 - 16:15,Delegiertenversammlung,Riccardo Turla; Redaktion / Rédaction; 031 326 66 02; riccardo.turla@gruene.ch,Grüne Partei der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5455.html,2015-01-17,2015,1,17
5456,Sirenentest 2015 – Alertswiss: Neue Kanäle zur Information über Katastrophen,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze 3003 Bern",Di 03.02.2015 10:00 - 11:00,"Medienkonferenz; Referenten: - Benno Bühlmann, Direktor BABS; - Christoph Flury, Stv. Direktor BABS; - Kurt Münger, Chef Kommunikation BABS (Moderation)",Dr. Kurt Münger; Chef Kommunikation / Chef communication / Capo Comunicazione; Bundesamt für Bevölkerungsschutz BABS / Office fédéral de la protection de la population OFPP / Ufficio federale della protezione della popolazione UFPP; 058 462 55 83; 079 771 87 93; kurt.muenger@babs.admin.ch,Bundesamt für Bevölkerungsschutz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5456.html,2015-02-03,2015,2,3
5457,Vorstellung Jahresbericht 2014,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze 3003 Bern",Mo 15.06.2015 10:00,"Medienkonferenz; Teilnehmende: - Dr. Hans Hollenstein, Präsident PostCom; - Georges Champoud, Vizepräsident PostCom; - Dr. Michel Noguet, Leiter Fachsekretariat PostCom",Fachsekretariat PostCom; Andreas Herren; Kommunikationsbeauftragter; 058 46 57980; 079 799 00 46; andreas.herren@postcom.admin.ch,Eidgenössische Postkommission PostCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5457.html,2015-06-15,2015,6,15
5458,Überbringung der Neujahrsgrüsse durch das Diplomatische Corps,Bernerhof; Bundesgasse 3 3003 Bern,Mi 14.01.2015 14:50 - 17:00,"Weitere Informationen siehe Medieneinladung (PDF). Das Tragen des Badge der Bundeskanzlei ist obligatorisch. Medienschaffende, die über keinen entsprechenden Badge verfügen, müssen sich bei Information EDA (info@eda.admin.ch) bis spätestens Mittwoch, 14. Januar 2015 um 10.00 Uhr akkreditieren lassen. Die Teilnehmenden sind gebeten, dem Anlass entsprechend gekleidet zu erscheinen. Bitte finden Sie sich jeweils 15 Minuten vor Beginn am Ort des Programmpunktes ein.",Für weitere Auskünfte: Isabelle Wüthrich; Information EDA; +41 (0)79 513 27 04,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5458.html,2015-01-14,2015,1,14
5459,Sicherheitsmassnahmen Jahrestreffen WEF 2015,Katholisches Pfarreizentrum; Obere Strasse 33 7270 Davos Platz (GR),Mo 19.01.2015 10:00 - 12:15,"Gemeinsame Medienkonferenz Kantonspolizei Graubünden und Armee zur Sicherheit rund um das Jahrestreffen des WEF 2015; (Eintreffen ab 09.45, Kaffee und Gipfeli)","Thomas Hobi Chef Kommunikation Kantonspolizei Graubünden Telefon 081 257 75 37 E-Mail thomas.hobi@kapo.gr.ch; Stefan Hofer, Chef Kommunikation Führungsstab der Armee Telefon 058 463 37 41 E-Mail stefan.hofer@vtg.admin.ch",Kantonspolizei Graubünden und Schweizer Armee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5459.html,2015-01-19,2015,1,19
5460,Einreichung des Referendums «Nein zur 2. Gotthardröhre»,"Bundeskanzlei Eingang Südseite Bundeshaus-West (Bundeshausterrasse); Chancellerie fédérale, aile ouest du Palais fédéral (Bundeshausterrasse); Cancelleria federale, entrata lato sud del Palazzo federale ovest (terrazza di Palazzo federale) Bern",Di 13.01.2015 10:45,-,"Thomas Bolli, Leiter Kommunikation Alpen-Initiative, 078 640 58 77 / 041 870 97 81; Gerhard Tubandt, Mediensprecher VCS Verkehrs-Club der Schweiz, 079 708 05 36",Verein «Nein zur 2. Gotthardröhre»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5460.html,2015-01-13,2015,1,13
5461,Jahresmedienkonferenz WEKO,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 09.04.2015 09:00 - 11:00,-,Patrik Ducrey (079 345 01 44 oder patrik.ducrey@weko.admin.ch),Wettbewerbskommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5461.html,2015-04-09,2015,4,9
5462,Rechtliche Grundlagen für die Umsetzung des internationalen automatischen Informationsaustauschs in Steuersachen,"Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences Bern",Mi 14.01.2015 10:30,Medienseminar,"Anne Césard; Communication SFI; +41 58 462 62 91, anne.cesard@sif.admin.ch",Staatssekretariat für internationale Finanzfragen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5462.html,2015-01-14,2015,1,14
5463,"Arbeitsbesuch von Herrn Edgars Rinkēvičs, Aussenminister der Republik Lettland",Von-Wattenwyl-Haus; Maison de Watteville Bern,Do 15.01.2015,11:30 Uhr Fototermin; 13:45 Uhr Point de presse,Information EDA / DFAE; Tel: +41 (0)58 462 31 53; info@eda.admin.ch,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5463.html,2015-01-15,2015,1,15
5464,Studie zur wachsenden Bedeutung der Temporärarbeit in der Schweiz,Angaben folgen Bern,Mo 23.03.2015 10:00,Medienkonferenz,Monika Rüeger; Verband swissstaffing; +41 (0)44 388 95 40,Swissstaffing - Verband der schweizerischen Temporärbranche,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5464.html,2015-03-23,2015,3,23
5465,Delegiertenversammlung der Grünen Partei Schweiz,1020 Renens (VD),Sa 25.04.2015,Delegiertenversammlung,Riccardo Turla; Redaktion / Rédaction; 031 326 66 02; riccardo.turla@gruene.ch,Grüne Partei der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5465.html,2015-04-25,2015,4,25
5466,Medienkonferenz,"Parlamentsgebäude, Zimmer 287; Palais fédéral, chambre 287 Bern",Mi 21.01.2015 09:30,Thema: Weiterentwicklung der Armee. Änderung der Rechtsgrundlagen,Kein Kontakt,SiK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5466.html,2015-01-21,2015,1,21
5467,Point de presse,"Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences Bern",Do 15.01.2015 17:15,Thema: StGB und MStG. Ausschaffung krimineller Ausländer (SPK);,Kein Kontakt,SPK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5467.html,2015-01-15,2015,1,15
